[34m[1mtrack: [0myolo_weights=[PosixPath('weights/yolov8n-seg.pt')], reid_weights=/home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/weights/osnet_x0_25_msmt17.pt, tracking_method=bytetrack, tracking_config=trackers/bytetrack/configs/bytetrack.yaml, source=datasets/tumor/tumor_01.mp4, imgsz=[640, 640], conf_thres=0.5, iou_thres=0.5, max_det=1000, device=, show_vid=False, save_txt=False, save_conf=False, save_crop=False, save_trajectories=False, save_vid=True, nosave=False, classes=None, agnostic_nms=False, augment=False, visualize=False, update=False, project=runs/track, name=exp, exist_ok=False, line_thickness=2, hide_labels=False, hide_conf=False, hide_class=False, half=False, dnn=False, vid_stride=1, retina_masks=False
Ultralytics YOLOv8.0.20 🚀 Python-3.8.16 torch-1.13.1+cu117 CUDA:0 (NVIDIA GeForce RTX 2080 Ti, 11020MiB)
video 1/1 (85/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.6ms
video 1/1 (86/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (87/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (88/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (89/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.6ms
video 1/1 (90/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (91/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (92/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (93/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (94/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (95/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (96/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (97/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (98/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (99/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (100/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (101/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (102/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (103/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (104/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (105/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (106/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (107/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (108/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (109/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.6ms
video 1/1 (110/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (111/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (112/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (113/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (114/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (115/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (116/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (117/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (118/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (119/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (120/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
